Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Iman Shumpert,SG,24,TOT,62,25,1545,4.5,11,0.41,1.6,4.6,0.342,2.9,6.4,0.458,1,1.5,0.672,1.3,3.9,5.2,3.1,1.9,0.4,2.1,3.2,11.6
Iman Shumpert,SG,24,NYK,24,24,625,5.1,12.4,0.409,1.3,3.8,0.348,3.7,8.6,0.436,1.4,2.1,0.676,1.3,3.4,4.7,4.5,1.7,0.2,2.4,3.9,12.9
Iman Shumpert,SG,24,CLE,38,1,920,4.1,10,0.41,1.7,5.1,0.338,2.4,4.9,0.484,0.7,1.1,0.667,1.3,4.3,5.6,2.2,2,0.5,1.9,2.8,10.6
Alexey Shved,SG,26,TOT,42,9,767,6.2,15.7,0.397,2.2,6.5,0.338,4,9.2,0.439,5.7,7,0.807,1.1,3.6,4.6,5,1.4,0.3,2.3,2.3,20.4
Alexey Shved,SG,26,PHI,17,0,285,6.6,16.4,0.4,2.1,7.2,0.298,4.4,9.2,0.479,6.1,7.2,0.842,1,1.8,2.8,5.8,1.8,0.1,2.3,2.7,21.3
Alexey Shved,SG,26,HOU,9,0,59,4.9,14.6,0.333,2.4,7.3,0.333,2.4,7.3,0.333,5.5,6.7,0.818,0.6,1.8,2.4,1.8,0.6,0,3.1,1.2,17.7
Alexey Shved,SG,26,NYK,16,9,423,6.2,15.4,0.403,2.2,6,0.371,4,9.4,0.423,5.4,7,0.78,1.2,5,6.2,4.9,1.3,0.4,2.1,2.1,20.1
Henry Sims,C,24,PHI,73,32,1399,6.1,12.9,0.474,0.1,0.6,0.182,6,12.4,0.488,2.7,3.5,0.774,3.1,6.1,9.2,2,1,0.8,2.5,3.5,15.1
Kyle Singler,SF,26,TOT,80,58,1743,3.6,9.2,0.386,2,5,0.398,1.6,4.2,0.371,0.8,1.1,0.769,0.7,3.3,4,1.8,1,0.4,1.1,3.2,9.9
Kyle Singler,SF,26,DET,54,40,1287,3.9,9.8,0.4,2.1,5.2,0.406,1.8,4.6,0.393,0.8,1,0.806,0.6,3.2,3.9,1.9,0.9,0.4,1.2,2.7,10.8
Kyle Singler,SF,26,OKC,26,18,456,2.5,7.6,0.333,1.6,4.3,0.37,0.9,3.3,0.286,0.9,1.3,0.688,0.8,3.6,4.3,1.4,1.1,0.6,1,4.3,7.5
Donald Sloan,PG,27,IND,53,21,1107,4.7,11.5,0.408,1.3,4.3,0.313,3.4,7.3,0.464,2,2.5,0.779,0.4,4.3,4.7,6.2,0.7,0,2.1,1.5,12.7
Marcus Smart,PG,20,BOS,67,38,1808,3.5,9.5,0.367,1.8,5.4,0.335,1.7,4.1,0.41,1.6,2.5,0.646,1.2,3.2,4.4,4.1,2,0.4,1.8,3.5,10.4
Greg Smith,PF,24,DAL,42,2,363,3,4.9,0.612,0,0,,3,4.9,0.612,2,3.9,0.513,2.6,5.3,7.8,0.9,0.7,1.1,1.1,5.3,7.9
Ish Smith,PG,26,TOT,55,14,832,6.2,15.9,0.39,0.8,2.6,0.3,5.4,13.3,0.407,1.5,2.5,0.596,0.6,3.7,4.3,7.8,1.6,0.3,3.4,2.2,14.6
Ish Smith,PG,26,OKC,30,0,155,3.5,10.5,0.333,0.2,1.2,0.2,3.3,9.3,0.35,1.4,2.1,0.667,1.2,5.1,6.3,6.5,0.9,0.2,2.1,2.8,8.6
Ish Smith,PG,26,PHI,25,14,677,6.8,17.1,0.398,0.9,2.9,0.309,5.9,14.2,0.416,1.5,2.6,0.583,0.5,3.4,3.9,8.1,1.7,0.3,3.7,2,16
J.R. Smith,SG,29,TOT,70,51,2080,5.5,13.1,0.417,2.8,7.4,0.383,2.6,5.7,0.462,0.9,1.2,0.75,0.5,3.3,3.8,3.4,1.4,0.4,1.7,2.8,14.7
J.R. Smith,SG,29,NYK,24,6,619,5.9,14.6,0.402,1.9,5.2,0.356,4,9.4,0.429,1.6,2.3,0.692,0.2,3.1,3.4,4.7,1,0.2,2.6,2.6,15.2
J.R. Smith,SG,29,CLE,46,45,1461,5.3,12.4,0.425,3.2,8.3,0.39,2,4.1,0.494,0.7,0.8,0.818,0.6,3.3,3.9,2.8,1.6,0.4,1.3,2.9,14.4
Jason Smith,C,28,NYK,82,31,1785,5.2,11.9,0.434,0.3,0.8,0.357,4.9,11.1,0.44,2.6,3.1,0.83,2,4.6,6.5,2.8,0.6,0.9,2.1,4.1,13.2
Josh Smith,PF,29,TOT,83,35,2300,6.5,15.4,0.419,1.1,3.6,0.316,5.4,11.9,0.451,2,4,0.498,2.4,5.9,8.3,4.3,1.4,1.8,3.2,3.6,16.1
Josh Smith,PF,29,DET,28,28,896,6.1,15.7,0.391,0.4,1.5,0.243,5.8,14.2,0.407,2.1,4.5,0.468,2.1,6,8.1,5.3,1.5,1.9,2.9,3.3,14.7
Josh Smith,PF,29,HOU,55,7,1404,6.7,15.3,0.438,1.6,4.9,0.33,5.1,10.4,0.489,1.9,3.7,0.521,2.6,5.8,8.4,3.7,1.3,1.7,3.4,3.7,16.9
Russ Smith,PG,23,TOT,12,0,65,4.4,13.8,0.32,1.1,6.1,0.182,3.3,7.8,0.429,6.6,7.2,0.923,0.6,2.8,3.3,4.4,1.7,0,6.6,7.2,16.6
Russ Smith,PG,23,NOP,6,0,29,2.5,12.4,0.2,1.2,7.4,0.167,1.2,5,0.25,0,0,,0,3.7,3.7,2.5,0,0,8.7,7.4,6.2
Russ Smith,PG,23,MEM,6,0,36,6,15,0.4,1,5,0.2,5,10,0.5,12,13,0.923,1,2,3,6,3,0,5,7,25
Tony Snell,SF,23,CHI,72,22,1412,4.1,9.5,0.429,1.9,5,0.371,2.2,4.4,0.494,1.1,1.4,0.8,0.8,3.7,4.5,1.6,0.8,0.3,1.2,2.2,11.1
Marreese Speights,PF,27,GSW,76,9,1207,9.5,19.3,0.492,0.1,0.5,0.278,9.3,18.7,0.498,4.5,5.3,0.843,3.3,6.4,9.7,2.1,0.6,1,2.4,5.6,23.6
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tiago Splitter,C,30,SAS,52,35,1030,5.9,10.6,0.558,0,0,,5.9,10.6,0.558,3.1,4.2,0.75,3.2,5.6,8.8,2.7,1.2,1.3,2.1,3.6,15
Nik Stauskas,SG,21,SAC,73,1,1127,3.4,9.5,0.365,1.5,4.8,0.322,1.9,4.7,0.408,1.8,2,0.859,0.4,2.5,2.8,2.1,0.6,0.5,1.3,2.9,10.2
Lance Stephenson,SG,24,CHO,61,25,1573,4.7,12.6,0.376,0.4,2.4,0.171,4.3,10.2,0.425,1.6,2.5,0.627,0.9,5.4,6.3,5.5,0.9,0.2,2.9,3.1,11.5
Greg Stiemsma,C,29,TOR,17,0,66,3.3,4.4,0.75,0,0,,3.3,4.4,0.75,1.1,2.2,0.5,4.9,3.3,8.2,1.6,1.1,0,3.8,8.2,7.6
David Stockton,PG,23,SAC,3,0,33,2.2,6.5,0.333,1.1,2.2,0.5,1.1,4.4,0.25,3.3,6.5,0.5,0,2.2,2.2,9.8,2.2,0,4.4,1.1,8.7
Jarnell Stokes,PF,21,MEM,19,2,126,6,10.6,0.568,0,0,,6,10.6,0.568,4.3,8,0.536,4.6,5.1,9.7,1.1,1.4,1.4,2,7.1,16.3
Amar'e Stoudemire,PF,32,TOT,59,15,1245,7.9,14.2,0.557,0,0.1,0,7.9,14.1,0.562,3.9,5.4,0.72,3.2,6.3,9.5,1.3,0.8,1.1,2.3,4.7,19.7
Amar'e Stoudemire,PF,32,NYK,36,14,865,7,12.9,0.543,0,0.1,0,7,12.8,0.549,3.9,5.3,0.74,3.5,6.7,10.2,1.5,0.8,1.4,2.6,4.6,18
Amar'e Stoudemire,PF,32,DAL,23,1,380,9.9,17,0.581,0,0.1,0,9.9,16.9,0.584,3.8,5.6,0.678,2.6,5.4,8,0.8,0.9,0.4,1.4,4.7,23.5
Rodney Stuckey,PG,28,IND,71,36,1874,6.4,14.5,0.44,1.1,2.7,0.39,5.3,11.8,0.452,3.4,4.1,0.819,0.7,4.1,4.8,4.2,1.1,0.2,2.3,2.5,17.2
Jared Sullinger,PF,22,BOS,58,49,1566,7.1,16.3,0.439,1.2,4.2,0.283,6,12,0.494,2.2,3,0.744,3.4,6.8,10.1,3.1,1,1,1.8,3.5,17.7
Jeffery Taylor,SF,25,CHO,29,13,430,3.8,9.5,0.395,0.9,3,0.306,2.8,6.5,0.436,2.2,3.4,0.634,1.2,3.3,4.4,1.8,1,0.1,1.6,3,10.6
Jeff Teague,PG,26,ATL,73,72,2228,6.6,14.3,0.46,1.1,3.3,0.343,5.4,11,0.496,4.4,5.2,0.862,0.5,2.5,3,8.3,2,0.5,3.3,2.2,18.8
Mirza Teletovic,PF,29,BRK,40,4,892,4.9,12.9,0.382,2.5,7.8,0.321,2.4,5.1,0.476,1.3,1.9,0.717,1.1,6.7,7.8,1.9,0.6,0.6,2.1,3,13.7
Sebastian Telfair,PG,29,OKC,16,1,327,5.1,13.8,0.368,2,6.6,0.3,3.1,7.2,0.431,2.6,3.7,0.706,0.2,3.1,3.3,5,1.1,0,2,3.2,14.8
Garrett Temple,SG,28,WAS,52,18,735,3.3,8.3,0.4,1.6,4.3,0.375,1.7,4,0.427,1.7,2.4,0.729,1.2,3.2,4.4,2.7,2.1,0.4,1.7,3.7,10
Jason Terry,SG,37,HOU,77,18,1641,4.1,9.8,0.422,2.8,7.1,0.39,1.4,2.7,0.504,0.9,1.1,0.813,0.3,2.3,2.7,3.2,1.4,0.4,1.6,2.5,11.9
Isaiah Thomas,PG,25,TOT,67,1,1726,7,16.6,0.42,2.7,7.2,0.373,4.3,9.4,0.457,6.3,7.3,0.868,0.7,2.5,3.2,5.9,1.2,0.1,3,3.1,23
Isaiah Thomas,PG,25,PHO,46,1,1181,6.6,15.6,0.426,2.5,6.3,0.391,4.2,9.3,0.449,5.6,6.4,0.872,0.8,2.5,3.3,5.2,1.4,0.2,2.7,3.2,21.4
Isaiah Thomas,PG,25,BOS,21,0,545,7.7,18.8,0.411,3.2,9.2,0.345,4.6,9.6,0.473,7.8,9,0.861,0.5,2.4,2.9,7.5,0.8,0,3.6,3,26.4
Lance Thomas,PF-SF,26,TOT,62,37,1490,4.4,10.7,0.412,0.2,0.5,0.318,4.2,10.1,0.417,1.7,2.4,0.727,1.6,3.1,4.7,1.7,0.9,0.2,1.8,2.4,10.7
Lance Thomas,SF,26,OKC,22,13,450,3.6,10.1,0.357,0,0.1,0,3.6,10,0.36,1.8,2.6,0.697,2.2,3.8,6,1.6,0.9,0,1.4,3,9
Lance Thomas,PF,26,NYK,40,24,1040,4.7,10.9,0.434,0.2,0.7,0.333,4.5,10.2,0.441,1.7,2.3,0.742,1.3,2.9,4.2,1.7,0.9,0.3,2,2.2,11.4
Malcolm Thomas,PF,26,PHI,17,0,194,3.3,7.4,0.45,0,1.3,0,3.3,6.1,0.545,1.7,2.4,0.692,3,7.4,10.4,1.3,0.6,0.2,2.4,3.2,8.4
Tyrus Thomas,PF,28,MEM,2,0,7,5.1,5.1,1,0,0,,5.1,5.1,1,10.3,10.3,1,0,0,0,5.1,0,0,0,0,20.6
Hollis Thompson,SG,23,PHI,71,23,1776,4.5,11,0.413,2.3,5.8,0.401,2.2,5.2,0.426,1.3,1.8,0.708,1.1,2.9,4,1.7,1.2,0.5,1.3,2.9,12.7
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jason Thompson,PF,28,SAC,81,63,1991,3.6,7.7,0.47,0,0,0,3.6,7.7,0.471,1.6,2.6,0.622,2.5,7.1,9.6,1.5,0.6,1,1.5,4.3,8.9
Klay Thompson,SG,24,GSW,77,77,2455,8.8,19,0.463,3.5,8,0.439,5.3,11.1,0.481,3.3,3.8,0.879,0.4,3.2,3.6,3.3,1.3,0.9,2.2,1.8,24.5
Tristan Thompson,PF,23,CLE,82,15,2194,4.4,8,0.547,0,0,,4.4,8,0.547,2.6,4.1,0.641,4.5,6.3,10.8,0.6,0.6,1,1.4,3.1,11.4
Marcus Thornton,SG,27,TOT,48,0,721,7,17.2,0.406,2.7,7.1,0.378,4.3,10.1,0.426,2.3,2.8,0.821,1.1,3.1,4.3,1.8,1.3,0.3,1.3,1.9,19
Marcus Thornton,SG,27,BOS,39,0,640,7.1,17.2,0.416,2.9,7,0.419,4.2,10.2,0.414,2.4,2.9,0.824,1.1,3,4.1,1.9,1.2,0.4,1.2,2,19.6
Marcus Thornton,SG,27,PHO,9,0,81,5.8,17.8,0.325,0.9,8.4,0.105,4.9,9.3,0.524,1.8,2.2,0.8,1.8,4,5.8,0.9,2.7,0,2.2,1.3,14.2
Anthony Tolliver,PF,29,TOT,76,11,1432,4,9.9,0.41,2.7,7.3,0.366,1.4,2.6,0.534,1.4,1.7,0.783,1.3,4.7,5.9,1.5,0.6,0.4,1.3,3.4,12.1
Anthony Tolliver,PF,29,PHO,24,0,272,3.4,9.8,0.351,3.2,8.2,0.387,0.3,1.6,0.167,0.5,0.8,0.667,0.8,5,5.8,1.3,0.5,0.1,1.5,2.6,10.6
Anthony Tolliver,PF,29,DET,52,11,1160,4.2,9.9,0.423,2.5,7.1,0.36,1.6,2.8,0.582,1.6,2,0.794,1.4,4.6,6,1.5,0.6,0.5,1.2,3.6,12.5
P.J. Tucker,SF,29,PHO,78,63,2383,3.9,9,0.438,1.3,3.8,0.345,2.6,5.2,0.506,1.6,2.2,0.727,1.7,5.9,7.6,1.8,1.6,0.3,1.5,2.7,10.8
Ronny Turiaf,C,32,MIN,2,0,19,0,0,,0,0,,0,0,,0,0,,0,1.9,1.9,3.8,0,0,0,0,0
Hedo Turkoglu,SF,35,LAC,62,2,705,4.2,9.6,0.441,3.1,7.1,0.432,1.2,2.5,0.469,0.3,0.6,0.545,0.3,4.8,5.1,1.9,1,0.4,1.5,3.4,11.8
Evan Turner,SG,26,BOS,82,57,2260,5.1,11.9,0.429,0.5,1.9,0.277,4.6,10,0.458,1.7,2.2,0.752,0.6,6,6.6,7.2,1.3,0.3,3.2,2.9,12.4
Ekpe Udoh,PF,27,LAC,33,0,128,3.1,6.8,0.458,0,0,,3.1,6.8,0.458,2,2.5,0.778,2,5.3,7.3,2.3,2.3,2,2,5.6,8.2
Beno Udrih,PG,32,MEM,79,12,1494,5.9,12.2,0.487,0.6,2.3,0.268,5.3,9.8,0.539,2.1,2.5,0.853,0.5,3,3.4,5.3,1.1,0.2,2.1,2.1,14.6
Jonas Valanciunas,C,22,TOR,80,80,2096,6.4,11.2,0.572,0,0,0,6.4,11.2,0.573,3.7,4.7,0.786,3.7,8.2,11.9,0.7,0.6,1.6,1.9,3.8,16.5
Anderson Varejao,C,32,CLE,26,26,636,6.3,11.3,0.555,0,0.1,0,6.3,11.2,0.561,1.9,2.5,0.733,3.2,6.4,9.6,2,1.1,0.9,2,3.3,14.4
Greivis Vasquez,PG,28,TOR,82,29,1991,5.4,13.1,0.408,2.4,6.3,0.379,2.9,6.8,0.436,0.9,1.2,0.758,0.4,3.5,3.9,5.5,0.8,0.2,2.2,3.2,14
Charlie Villanueva,PF,30,DAL,64,1,678,8,19.2,0.414,4.4,11.7,0.376,3.6,7.5,0.475,1.1,1.9,0.571,1.6,6.3,7.9,1,0.8,1.2,1.5,3.4,21.4
Noah Vonleh,PF,19,CHO,25,0,259,4.2,10.6,0.395,0.7,1.8,0.385,3.5,8.8,0.397,2.5,3.6,0.692,3.9,8.1,12,0.6,0.6,1.3,1.5,2.8,11.5
Nikola Vucevic,C,24,ORL,74,74,2529,9,17.2,0.523,0,0.1,0.333,9,17.1,0.524,2.3,3.1,0.752,3.4,8.1,11.5,2.1,0.8,0.8,2.1,3.1,20.3
Dwyane Wade,SG,33,MIA,62,62,1971,9.3,19.8,0.47,0.5,1.9,0.284,8.8,17.9,0.489,5.2,6.8,0.768,1.1,2.9,4,5.5,1.3,0.4,3.8,1.9,24.3
Dion Waiters,SG,23,TOT,80,23,2208,6.1,15.4,0.396,1.2,4,0.297,4.9,11.4,0.431,1.9,2.8,0.68,0.7,2.5,3.1,2.7,1.5,0.3,1.8,2.5,15.3
Dion Waiters,SG,23,CLE,33,3,786,6.3,15.7,0.404,1,3.9,0.256,5.3,11.7,0.453,2.2,2.7,0.783,0.5,2.1,2.6,3.4,2,0.5,2.3,2.7,15.8
Dion Waiters,SG,23,OKC,47,20,1422,6,15.3,0.392,1.3,4.1,0.319,4.7,11.2,0.419,1.8,2.8,0.625,0.7,2.7,3.4,2.3,1.2,0.3,1.6,2.4,15.1
Henry Walker,SF,27,MIA,24,13,628,3.3,9.6,0.345,2.6,7.6,0.341,0.7,2.1,0.361,0.8,1,0.778,0.4,4.3,4.7,1.7,1.4,0.5,1.4,4.4,10
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kemba Walker,PG,24,CHO,62,58,2119,6.4,16.7,0.385,1.4,4.8,0.304,5,11.9,0.418,4,4.8,0.827,0.6,3.1,3.7,5.4,1.5,0.5,1.7,1.6,18.3
John Wall,PG,24,WAS,79,79,2837,6.6,14.8,0.445,0.8,2.8,0.3,5.8,12,0.478,3.6,4.6,0.785,0.5,4.2,4.6,10.1,1.8,0.6,3.9,2.3,17.6
Gerald Wallace,SF,32,BOS,32,0,286,1.8,4.3,0.412,0.1,0.4,0.333,1.6,3.9,0.419,0.8,1.9,0.4,2.1,5,7.2,1.4,1.9,0.5,2.3,2.4,4.4
T.J. Warren,SF,21,PHO,40,1,614,6.6,12.5,0.528,0.3,1.2,0.238,6.3,11.3,0.56,0.8,1.1,0.737,2.4,2.6,5,1.5,1.1,0.5,1.6,3,14.4
C.J. Watson,PG,30,IND,57,21,1422,4.6,10.6,0.434,1.8,4.4,0.4,2.8,6.1,0.459,3.5,4.2,0.826,0.5,3.7,4.1,5.3,1.4,0.2,2.5,2.7,14.4
David Wear,PF,24,SAC,2,0,7,0,10.3,0,0,5.1,0,0,5.1,0,0,0,,10.3,0,10.3,5.1,0,0,0,5.1,0
Travis Wear,SF,24,NYK,51,1,672,4.5,11.2,0.402,0.6,1.6,0.367,3.9,9.6,0.408,1.1,1.4,0.769,1.7,4,5.7,2.1,0.8,0.6,1.9,2.9,10.7
Martell Webster,SF,28,WAS,32,0,352,2.5,9.3,0.264,1,4.4,0.233,1.4,4.9,0.292,4.9,6.5,0.75,1,3.7,4.7,1.7,0.7,0.1,2.3,2.5,10.8
David West,PF,34,IND,66,66,1895,6.1,13,0.471,0.1,0.4,0.2,6.1,12.7,0.479,2.3,3.1,0.739,2.1,6.5,8.5,4.2,0.9,0.9,2.3,3,14.6
Russell Westbrook,PG,26,OKC,67,67,2302,9.8,23,0.426,1.3,4.5,0.299,8.5,18.5,0.457,8.5,10.2,0.835,1.9,5.7,7.6,9,2.2,0.2,4.6,2.9,29.5
Hassan Whiteside,C,25,MIA,48,32,1142,7.7,12.2,0.628,0,0,,7.7,12.2,0.628,2.5,4.9,0.5,4.6,10.6,15.2,0.2,0.9,3.9,1.8,4.1,17.8
Shayne Whittington,PF,23,IND,20,0,108,6.3,14,0.452,0.3,2,0.167,6,12,0.5,6,7.7,0.783,3.3,6.3,9.7,2,1.7,0.7,1.7,6,19
Andrew Wiggins,SG,19,MIN,82,82,2969,6,13.8,0.437,0.5,1.5,0.31,5.6,12.3,0.453,4.3,5.7,0.76,1.6,2.9,4.5,2.1,1,0.6,2.1,2.3,16.8
C.J. Wilcox,SG,24,LAC,21,0,101,5.7,13.5,0.421,2.5,6.8,0.368,3.2,6.8,0.474,0.7,0.7,1,0.4,2.1,2.5,2.9,1.1,0.4,3.6,2.5,14.6
Deron Williams,PG,30,BRK,68,55,2114,5.1,13.1,0.387,1.5,4,0.367,3.6,9.1,0.395,3.4,4.1,0.834,0.5,3.5,4,7.6,1.1,0.3,2.6,2.7,15.1
Derrick Williams,PF,23,SAC,74,6,1462,5.3,11.9,0.447,1.2,3.8,0.314,4.1,8.1,0.511,3.3,4.8,0.684,1,4,5,1.2,0.8,0.1,1.4,1.6,15.2
Elliot Williams,SG,25,TOT,13,0,119,4.2,11.2,0.378,2.4,5.4,0.444,1.8,5.7,0.316,0.3,1.2,0.25,0,2.4,2.4,3.6,1.2,0,1.2,3.6,11.2
Elliot Williams,SG,25,UTA,5,0,42,5.1,11.1,0.462,4.3,6,0.714,0.9,5.1,0.167,0.9,1.7,0.5,0,2.6,2.6,3.4,1.7,0,3.4,0.9,15.4
Elliot Williams,SG,25,NOP,8,0,77,3.7,11.2,0.333,1.4,5.1,0.273,2.3,6.1,0.385,0,0.9,0,0,2.3,2.3,3.7,0.9,0,0,5.1,8.9
Lou Williams,SG,28,TOR,80,0,2016,6.7,16.6,0.404,2.7,8,0.34,4,8.6,0.464,6.1,7.1,0.861,0.4,2.3,2.7,2.9,1.6,0.2,1.8,1.8,22.2
Marvin Williams,PF,28,CHO,78,37,2035,3.7,8.8,0.424,1.7,4.7,0.358,2,4.1,0.5,1.1,1.5,0.713,1,5.8,6.8,1.8,1.2,0.6,1.1,2.6,10.2
Mo Williams,PG,32,TOT,68,33,1980,6.2,15.6,0.397,2.2,6.3,0.342,4,9.3,0.434,3,3.4,0.872,0.4,2.8,3.2,7.7,0.8,0.3,3.1,2.9,17.5
Mo Williams,PG,32,MIN,41,19,1149,5.6,14,0.403,1.8,5.3,0.347,3.8,8.7,0.437,2.5,2.9,0.851,0.4,2.7,3.1,8.2,0.9,0.3,3.2,3.2,15.6
Mo Williams,PG,32,CHO,27,14,831,7,17.9,0.39,2.6,7.7,0.337,4.4,10.2,0.43,3.6,4,0.892,0.4,2.9,3.3,7.1,0.7,0.3,3,2.6,20.1
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Reggie Williams,SF,28,SAS,20,0,105,5.1,13.4,0.385,1,6.5,0.158,4.1,6.9,0.6,1.4,1.4,1,1.7,4.1,5.8,3.4,0.3,0,0.7,4.1,12.7
Shawne Williams,SF,28,TOT,63,22,1087,4,9.9,0.403,2.1,5.9,0.36,1.9,4,0.467,1.2,1.3,0.875,1.2,4.3,5.5,1.5,0.8,0.7,1,4.5,11.3
Shawne Williams,SF,28,MIA,44,22,924,4,9.4,0.425,2.3,5.9,0.395,1.6,3.4,0.477,1.1,1.3,0.848,1.1,4.4,5.4,1.4,0.8,0.7,0.9,4.5,11.4
Shawne Williams,SF,28,DET,19,0,163,4.2,13.3,0.317,0.9,5.7,0.154,3.3,7.5,0.441,1.5,1.5,1,2,4,6,1.8,0.9,0.9,1.5,4.2,10.8
Jeff Withey,C,24,NOP,37,0,259,4.4,8.9,0.5,0,0,,4.4,8.9,0.5,4.7,6.9,0.68,3.2,5.7,8.9,1.5,0.6,2.5,1.7,3.6,13.6
Nate Wolters,PG,23,TOT,21,0,247,2.9,8.3,0.351,0,1,0,2.9,7.3,0.4,0.3,0.9,0.333,1.2,3.8,5,3.1,1.2,0.3,1.9,2.6,6.1
Nate Wolters,PG,23,MIL,11,0,142,3,7.9,0.387,0,1.3,0,3,6.6,0.462,0.3,1,0.25,0.5,3.5,4.1,2.5,1.3,0,0.8,2.8,6.3
Nate Wolters,PG,23,NOP,10,0,105,2.7,8.9,0.308,0,0.7,0,2.7,8.2,0.333,0.3,0.7,0.5,2.1,4.1,6.2,3.8,1,0.7,3.4,2.4,5.8
Brandan Wright,PF,27,TOT,75,7,1449,5.8,9,0.642,0,0.1,0,5.8,8.9,0.647,1.9,2.8,0.696,3.2,4.8,8,1,1.2,2.3,0.8,2.5,13.5
Brandan Wright,PF,27,DAL,27,0,505,7.2,9.6,0.748,0,0,,7.2,9.6,0.748,2.6,3.4,0.75,3.6,4.2,7.8,0.7,1.2,3,0.9,3.1,17
Brandan Wright,PF,27,BOS,8,0,86,5,8.8,0.571,0,0,,5,8.8,0.571,0.8,1.7,0.5,2.9,4.2,7.1,3.3,0.4,2.1,2.1,1.7,10.9
Brandan Wright,PF,27,PHO,40,7,858,5,8.7,0.58,0,0.1,0,5,8.6,0.588,1.7,2.5,0.667,2.9,5.2,8.1,1,1.3,2,0.7,2.3,11.7
Dorell Wright,SF,29,POR,48,2,592,4.4,11.6,0.379,2.5,6.6,0.38,1.9,5,0.378,2.1,2.6,0.81,0.9,5.9,6.8,2.5,1.2,0.7,1.1,3.3,13.3
Tony Wroten,SG,21,PHI,30,15,895,7,17.5,0.403,1.5,5.7,0.261,5.6,11.7,0.473,4.8,7.2,0.667,0.9,2.6,3.5,6.3,1.9,0.3,4.5,2.9,20.4
James Young,SG,19,BOS,31,0,332,3.9,11.1,0.353,1.8,7.2,0.258,2.1,3.9,0.528,1.7,3.1,0.552,1,3.6,4.6,1.4,0.9,0.2,0.5,2.4,11.4
Nick Young,SG,29,LAL,42,0,1000,6.3,17.1,0.366,3,8.1,0.369,3.3,9,0.363,4.8,5.3,0.892,0.6,2.8,3.5,1.5,0.8,0.4,1.6,3,20.3
Thaddeus Young,PF,26,TOT,76,68,2434,6.7,14.3,0.466,0.6,1.7,0.33,6.1,12.6,0.484,1.9,3,0.655,1.9,4.2,6.1,2.6,1.8,0.4,1.7,2.5,15.8
Thaddeus Young,PF,26,MIN,48,48,1605,6.5,14.4,0.451,0.4,1.5,0.292,6.1,12.9,0.469,2,2.9,0.682,1.7,3.8,5.5,3,1.9,0.4,1.7,2.6,15.4
Thaddeus Young,PF,26,BRK,28,20,829,7,14.2,0.495,0.8,2.2,0.38,6.2,12,0.516,1.9,3.1,0.606,2.3,5,7.2,1.7,1.7,0.3,1.8,2.4,16.8
Cody Zeller,C,22,CHO,62,45,1487,4.2,9,0.461,0,0,1,4.1,9,0.46,3.1,4,0.774,2.3,6.4,8.8,2.4,0.8,1.2,1.5,3.8,11.4
Tyler Zeller,C,25,BOS,82,59,1731,7.1,12.9,0.549,0,0,,7.1,12.9,0.549,3.2,3.9,0.823,3,6.6,9.7,2.4,0.4,1.1,1.6,4.3,17.3
